ID,dyu,fr
ID_17418598602512,ɲanagwɛya ni kalan.,echange et formation.
ID_17355845603054,aw be mule fɛ,que recommandez-vous ?
ID_18320674603595,gwalek ka sira fɔlɔ.,route de goaleuc au numéro un
ID_17760245060413,he a ɲɛna he ile wa,eh bien… et vous…
ID_19797133604668,diya bɛrɛbɛrɛ t'i la.,tu n’as pas mauvais goût.
ID_17793444605202,"pɛngle fɛ, jibo .","chez pinglet, à passy."
ID_19798387605743,tlokɛ ka fɔ ko janvaljan,"joue, dit jean valjean."
ID_17764786606277,cogojuman an bina a bila yan ?,comment ! posez ça là ?
ID_17849925606878,a ɲan na ka ɲɛ.,c’est bien plus.
ID_19430199607421,thomas bangê râ polongne,thomas vit à cologne.
ID_17838653060796,i dôgô mousso toun kadi nyé,j’aimais ta sœur.
ID_17721456608497,a sɔngɔ cayala i ma,ça t’a coûté cher.
ID_18106481060915,n sunɔgɔra ka ɲɛ.,j’ai positivement dormi…
ID_17782755609758,mɔgɔ si tɛ fɛ ka fanga ta.,personne ne veut régner.
ID_18899766610309,aw ti se ka n balo.,vous n’avez pas à me nourrir.
ID_18078432610843,"émile parrot sira , belfort","rue émile parrot, belfort"
ID_18502596611522,sapɛl fitini nin cɛ ka ɲi.,une jolie petite chapelle.
ID_18666922612578,i tun be mule kɛra yi?,que diable faisiez-vous?
ID_18652876614853,kabako! n ka cilike gɛrɛ fɛ,merde j'ai cliqué à côté.
ID_18527343061554,n be na wari caman sɔrɔ,je ferai fortune.
ID_18212106616112,a i ɲanafin bi n na fatimi,vous me manquez énormément.
ID_18443393616677,omɛr tun be tagala a ka jo kan.,omer se rendait à ces raisons.
ID_19082766617242,a ba ka sɛbɛriw kɛ arabu kan na,il écrit ses poèmes en arabe.
ID_18071260617793,a sera ka mun le fɔ?,qu’a-t-elle pu dire ?…
ID_17350126618343,n ka lon ko n ka ko kadi' ye,je suis sûr que tu aimais.
ID_17559036619383,alimɛti boiti kelen bin bolo,j’ai une boîte d’allumettes.
ID_17933410620036,kibo buse ya plasi min beyi gedɔn .,place du cubo bousset à jegun
ID_18460532620594,mɔrwena boromafara,le bras de morwena.
ID_17422063062126,jaridɛn,une histoire vraie.
ID_19705718621803,a juru sara.,la riposte est automatique.
ID_18696603622349,mun ɲiningali lo tun be kɛla? sɔɔni.,que demandait-on ? peu.
ID_17859811622907,kɛmɛ wɔrɔ sirajuru fila biro.,trois mille deux chemin birot
ID_17699078062346,sira naani abe ann,quatre rue abbé anne
ID_18220695624003,piɛr lɛnbre sira min bé ras.,rue pierre lembrez à râches
ID_17421759624561,sɛtɛri bi kan ka see,il doit être sept heures.
ID_20004985625107,massa sata deencɛ filanan,second fils du roi satha.
ID_18116491062565,"o yɔrɔtɛ, yan le bɛ","pas par là, c’est par ici !"
ID_18685353626202,a fɔɔ a ye ko i sera i danna,répète-lui que tu es à bout.
ID_17415690626836,lisi mi be kan ka telesarge,cf. la liste à télécharger.
ID_18831158062739,fuu a ɲɔngɔn to,il faut des exemples.
ID_17452723627925,lisi nin latigɛla,la liste des décisions.
ID_17333154062846,nne filɛ ni ye kɔrɔbɔla,me voilà un peu intimidé.
ID_19488939.06293,a tɔgɔ ma a asyre,son nom n'est pas assuré.
ID_17490561062995,jilvinɛt dugu,la ville du guilvinec.
ID_18110347630493,sira tan ni seegi min ye vildomang,dix-huit rue de villedommange
ID_18905945631034,dari sira nimɔrɔ kɔnɔntɔn,route d'arry au numéro neuf
ID_18534314063159,brɛji ka di aw ye wa?,vous aimez bien le bridge?
ID_19697422063213,marko ka fogo lakɔrɔsi,marco a observé la scène.
ID_17994348632768,a ka hakili sɔrɔ le kɔfɛ.,"il en eut l'idée, un peu tard."
ID_18602655633316,ɛlvir facɛ ko tuguni.,dit encore le père d'elvire.
ID_18155641633864,"sira biwolonfila ni loru, belosiye .",soixante-quinze rue bellocier
ID_18356486634868,roze renar sira hɛrz .,rue roger renard à hierges
ID_17343723636013,fɛnzoni nin be yanfɛ yi.,cette jaune là-bas.
ID_18816109637138,gɛsnɛs sira min bi mɔtsur .,rue de gesnes à montsûrs
ID_17897175.06383,piyɛr lɛmbre sira min be ras .,rue pierre lembrez à râches
ID_17958998639684,i ka ale lɔrjɛti ta wa ?,tu as pris la lorgnette ?
ID_17373766640914,puwɛn fila an cɛ.,deux points d'avance.
ID_17646166642061,aveni moro nimero bisaba.,avenue moreau au numéro trente
ID_18601962644023,pari kelen le.,il n'y a que paris!
ID_17923081.06447,kɔ tuguni a tora marius filɛ ra,puis il regarda marius.
ID_18466386064527,bila koro fla,deux petits gars.
ID_17511087064582,cɛ ni la ko kɔni man di ne ye,c’est lui que j’aime le moins.
ID_18136047646377,ne tɔgɔ le ye ko filipu,je m’appelle fulup.
ID_18157067646932,tuma mina ne tun bi repiblikɛn ye,… quand j'étais républicain !
ID_17524808647483,an la doniw bé mini,où sont nos bagages ?…
ID_18215807648046,un bamousso koroba lé,c’est ma grand-mère.
ID_19776023648599,aka welé baga nèni,il fit venir son ingénieur.
ID_18536825064968,o bi sɔsɔli kɛ ni hakilisigi ye.,ils discutent avec passion.
ID_17323026650377,a gɛlɛyara,c’est scandaleux
ID_18766029651975,baa kapitɛn ɲafɛ,bah ! devant le capitaine !
ID_17976503652583,notɛr ni dususuma ye.,"le notaire , avec calme."
ID_18473337653145,a kana riski kelen ta.,ne prenez aucun risque.
ID_17319173653684,n la fɛn kuraw filɛ,voilà nos nouveaux chouans
ID_17339230065424,pɔmu kelen bi tabalikan,il y a une pomme sur la table.
ID_18490503654786,sira faran wɔɔrɔ,six chemin masckeri
ID_18018448655327,a be basikɛti juwe le ra wa,vous jouez au basket ?
ID_18666825655873,an tun be vote ni bolo lawili ni ye.,on votait à mains levées.
ID_17362037656412,i prese la ka se yi.,tu es pressé d'être arrivé ?
ID_18408055657072,nin a kadi mɔgɔw ye.,"lui, il est aimé."
ID_18456711657678,jii mi lɔgɔ b'an na.,nous avons soif.
ID_18777775065825,pɔrt renan sira min bi somon,rue du port renard à chaumont
ID_18240308659099,sira saaba brosɛn,trois rue brochain
ID_19724662659938,an bé jatiyakɛ tukɔnɔ dugu kɔnɔ,on dénombre dans le village.
ID_17537651066053,pasimɛr fila.,"deux pachymère, liv."
ID_18680098661135,i ta sera ala le ma.,tu t'attaques à un dieu.
ID_19150152661693,komte defingan ka sigi yɔrɔ lo,il s'agit du siège du comté d'effingham.
ID_18270780662253,calendrier gêra,le calendrier est clair.
ID_19844568662808,a sigi yɔrɔ bi howell .,son siège est à howell.
ID_18901824663476,lofisi be damina minwi.,l'office commence à minuit.
ID_18361846066404,bidara sigi yɔrɔ min sɔrɔ ye,place de vidalat à saurat
ID_19745837664587,ka sumani kɛ ni lɛd criar ye,comparer avec l'aigle criard.
ID_18707623665133,ne sigè na,sapristi ! que je souffre !
ID_18217589665677,wari lo,et cent quatre-vingt-onze pp.
ID_19701809066621,dou gou lo,le chef-lieu est porrentruy.
ID_18072520666754,a bɛna kɛ tajurusara ye,ce sera la revanche !
ID_18049153667295,rut de salɛz rusiyɔn.,route de salaise à roussillon
ID_17411249667834,kourou fin man,les montagnes noires.
ID_17359933066836,alâ ka bara ka di aw ma,dieu vous bénisse.
ID_18062659066929,sodron ka ɛnpasi marsɛl..,"impasse du chaudron, marseille"
ID_18441673066997,o ka caa ka dimi,elles sont trop nombreuses.
ID_17770385670514,"peuh! a fɔ, vikɔmte .",peuh ! dit le vicomte.
ID_17746077671065,a bi na mankan kè nin yé,elle va me faire une scène !
ID_17526136671623,an ka tɔgɔnɔn gwɛn,nous chassions donc le canard…
ID_17956133672174,a sigira wagalen kan.,il s’assied sur le canapé.
ID_18067581067272,oyi hɛrɛ d'o ma.,on leur donne la paix.
ID_17791887673265,a tun barila dɔtɔrɔcɛ la,le médecin fut surpris.
ID_19689523067382,wagati surumaniw na denmisɛnw ani makɔrɔbaw ka kuma bi fɔra yɔrɔbɛra,"plus récemment, des versions pour les enfants et les adolescents ont également été publiées."
ID_19991784674386,irisar ye a ka ko kalifa cɛni na satora,le duc richard lui confie aussi la garde du château du homme.
ID_18566279675044,denn wolo koura bina obyèrè soro,les nouveau-nés s'étendront sur sacha distel dix fois de suite.
ID_19590142675614,farafin ka gni ka gnamalow,"cependant, c’est au griqualand que l’afrique du sud doit la currie cup."
ID_19877987676165,michel kaneva yi kalan bâ kê,michel canévet est diplômé de sup de co bretagne.
ID_19812759676708,ɲɔgɔn kɔrɔsi bi bila yɔrɔ looni kɔnɔ ani kɛnɛma tala,la protection s'applique également à l'architecture marine et à l'architecture d'intérieur.
ID_18384147067726,rɛm ka sira biwɔɔrɔ ni wɔɔrɔ nan,soixante-six rue de reims
ID_18693966677795,o fila sera k'a kɛ.,"a deux, ils y furent."
ID_18855613678325,a be bɔ ele cogosi lo ra.,tout est question de posture.
ID_18921171067899,bɛ ti se ka kɛ barakɛden ye.,n’est pas valet qui veut !
ID_18443164067961,n bi tɛmɛna bonfila lankolo kɔnɔ.,je traverse deux pièces vides.
ID_18937136680172,o y'a tɔ bɛ jɛni.,ses restes ont été incinérés.
ID_18092128680819,krɛyɔn b'aw fɛ a?,vous avez des crayons ?
ID_17760237681376,yɔrɔ bina ɲɛ a?,fera-t-il beau ?
ID_19799990681934,kuntigi kulera makaritɔyala kojugu,ui! dit piteusement le baron.
ID_18121695068249,kardi ka yɛlɛ sɛn simɔn na.,montée du cardi à saint-simon
ID_18893217068304,yɔrɔjan nin na mankanba dɔ bɔra trɔmpɛti sababu fɛ.,au loin sonna désespérément une trompette.
ID_19378055683594,o ye kilan ni kɛ ni dapɔrti babaw ye,elles sont servies par des portes louvoyantes coulissantes.
ID_18488293684135,an bi se ka yɛlɛmanikɛ komplɛteman ka bɔ yɔrɔ finw la,on peut faire un changement de variables bijectif dans l'intégrale
ID_17930437684679,susuni ka yɔrɔklan mugan ani bisaba ni binani ni wɔrɔ sota ye.,"lotissement susini, vingt, cent quarante-six sotta"
ID_18707702068522,a tun bi mangango cila i n'a fɔ mɔgɔ min ti se kuma na,grantaire discourait en philosophe sinistre.
ID_19803028685751,sugurudenw ti fɛn dɔw ye i na fɔ feen tɔw,elle n’est pas une clause contractuelle comme une autre.
ID_19025164686371,gannikɛ yɔrɔ lɔra o y'a toi a sumana,le chauffage est arrêté et le tube est laissé refroidir.
ID_18839504068693,sira kɛmɛ ni biwolonfila ni kɔfɛta,cent vingt-sept rue de charrière
ID_17976789687475,kilan yɔrɔ bikɔnɔtɔn,"six lotissement le clos des camps, trente, trois cent soixante à saint-maurice-de-cazevieille"
ID_19202471688028,protehin ni glitɛn b'a fɛ cama,il est riche en protéines et en gluten.
ID_18169726688581,franci konon na,c'est le fonds de la france.
ID_17353069689244,anga yongon kalan,"nous, nous lûmes."
ID_18126734689862,an bé labè ni flèrou yé,on va t'y couvrir de fleurs.
ID_17653315690405,kèlè kiuntigi ka karé,"rue du général defrance, wassy"
ID_19680782690956,yôrô djani lo nin touma na,desserte actuelle.
ID_18486144691495,o ka yôrô bè yagamou,ils y jetèrent le désordre.
ID_18901533692136,tchama touba donna,la masse piétinait.
ID_18926221069272,a bina yen,feldenkrais apprend le judo.
ID_18228786693266,ibi sèbè li kè na tchin wa,tu mords le tableau ?
ID_18642065693808,anga djifilé kôrô ta dougou tôgô râ,trinquons à la république!
ID_19820996694351,kiti tigêla lo,"il est l'avocat de la papeterie arjowiggins de bessé-sur-braye, placée en redressement judiciaire."
ID_18035186.06949,ayi ko lo daminè,vous proposez de relever à nouveau ce seuil à deux mille mètres cubes.
ID_19540653695448,a tissé ka yèrè fô,reece justifie ses actes par la nécessité de boire du sang pour se purifier.
ID_194972947.0696,aba fili la,il prend sa source à limésy et se jette dans l'austreberthe à pavilly.
ID_19708250069655,yôrô bâ lo,le parc est le grand parc national du pays.
ID_18651037069709,josey ka môgô,le père jésuite du pont saint-ange?
ID_19744465069771,étage lo toun bi yongon na,"aux états-unis, élodie est aussi l'invitée régulière de la chopin society of atlanta."
ID_19720921698264,donkili la bi tôga kè touma bè,concerts et autres manifestations publiques sont organisés périodiquement dans la chapelle.
ID_19249935698903,olivier bi mouko fora,"après la mort de jimmy olsen, la vie d'oliver commence à se dégrader."
ID_19096214699513,a dankan lo yi ni koni yé,"le bilan du groupe reste limité, de par sa nature expérimentale."
ID_19044068700064,tchié ni kèla ka tcha o la,l'ouvrage compte encore de nombreuses meurtrières très variées.
ID_18420945700605,a kèra komi a toi ka djan,toutefois j'ai lieu de croire que l'événement n'est pas prochain.
ID_18538959070115,ne bi fenn tchala doum,je mange souvent des pâtes.
ID_17677010070169,charles ka sira wôrô,"six avenue charles tellier, soixante-dix-huit, huit cents, houilles"
ID_19774363702233,a y'a ka gɛlɛya fɔlɔ sɔrɔ sandepu tumana,son baptême du feu a lieu lors de la bataille de sandepu.
ID_18477033702796,a tun ka teli mɛ a tun kaɲ,"c’était à l’arrache, mais ça marchait."
ID_19847334703437,a bɔra milan denbaya dɔ kɔnɔn min bɔra edi,il nait à milan dans une famille juive originaire d'émilie.
ID_19346457704002,jɛnɲɔgɔnyajɔnjɔn sigira o yɔrɔnikelen bɛɛ ra.,une solide relation s’établit très rapidement.
ID_19988332070456,a tèmè na yoro djan,il a vécu au carbonifère supérieur et au permien inférieur.
ID_19033089705106,ousmane bina roland ka pila si ta,"sverrir vient notamment remplacer alexander scholz, parti au standard de liège."
ID_18589262070564,hakili barakɛlaniw ti fɛn cama lɔn,les psychiatres ne servent pas à grand chose.
ID_18056468706182,lodô ibi yèlè londo ibé kassi ra,"l’un rit, l’autre pleure."
ID_19237852070675,a bi couleur yaganmini kè,il mélange aussi couleur et noir et blanc.
ID_17755680707319,anya ka dala mina yé,"nous avons parlé de son confident, le président birague."
ID_17994368707862,ne ti foyi famou na koura na,"oh ! moi, je me connais ! je ne devinerai pas !"
ID_18574565.07084,oumar toun ti yera,"omer sentait la fureur gronder dans ses oreilles, et la peur secouer ses os."
ID_19522680709221,abe taga,finalement des auteurs mexicains commencent à apparaître.
ID_19711396709908,a fatchè yi tni tigi yé,"de son père, elle avait hérité l'amour de la poésie et de jeanne d'arc."
ID_19799413071047,nɛnɛkili jan dɔ y'a disi kɔrɔta,un soupir profond souleva sa poitrine.
ID_18624159711033,sini an bi n'a kɛlɛkɛ ɲɔngon kɔrɔ,"demain, nous combattrons côte à côte."
ID_18221357711591,n ma deli ka nin fɛn nin ɲɔgɔn ye,je n’avais jamais vu pareille chose.
ID_18479914712132,a bɔra koni bolo fɛ,elle sort à gauche.
ID_18258126712671,ɔnhɔn a ti makari kɛ!,si ça ne fait pas pitié !…
ID_17379626071321,sini n bi na taga gɛngap la.,j'irai à guingamp demain.
ID_17350638713751,kelen bi yɛlɛ kelen bi kasi,le plus vieux d'entre nous.
ID_19368765714297,mɔn karifuri tilan ni lo kabakuru cogo fila le cɛ ra.,le mont karifuri est divisé entre deux différents types de roches.
ID_19378419717142,eketɔr seegi ra ka gilan a cogo kelen kelen nin na.,eketorp a même été reconstruit à l'identique.
ID_17850357718162,nne y'a fɔ ko nin yirali nin ti na foyi kɛ tiyɛn na.,je le dis : c’est un affichage qui restera sans effet sur la réalité.
ID_17427801718946,fanga tigi,la forte.
ID_19801879.07199,o ya fo ko djara kiunsigi le bâ fè,elle a une crinière de lion! dit un autre.
ID_17997199072049,wala ne ta ye n li,"eh bien, tu me rases, voilà le mien."
ID_19023881721047,lɛrd yi sale kɔnɔna klan fila,l'oued bouregreg sépare la capitale de salé.
ID_19017988721605,"w,z","ce conglomérat comprend hyundai motor, kia motors, hyundai rotem, etc."
ID_17905901722156,pari asɛt waga kelen nin kɛmɛ seegi ni mugan,"paris, hachette, mille huit cent vingt-huit."
ID_20026317722709,balikisɛ bɔna dilan kan,la mitraille avorta sur le matelas.
ID_19291191723252,a laban na a ye abu trodi dr ɔman bugɔ,"en finale, elle bat trudy groenman."
ID_18463239072392,n ma lon ni ɲanaman lo a tun kaɲi ka kolo bɔ,je le sais bien ! mais il fallait colorer.
ID_19504417724473,donal genil le tugura kɔ,donald gelling lui a succédé.
ID_17992590072502,dɔkyɛr koretɛl a ye sabali a ye n lamɛ,"docteur keraotred, écoutez-moi s’il vous plait."
ID_18055410725567,a ba famuyala a ka gɛlɛn barakɛbaga ma,vous comprenez comme c’est grave pour un employé.
ID_18046384726109,a ye dɔnkili lan di amuso ma,il donne une aubade à sa dame.
ID_19150424726647,amu daria ka kɔ dɔ le ko den kelen kini bolo fɛ.,c'est un affluent de l'amou-daria en rive droite.
ID_18004655727184,ɲafɛmɔgɔ dafani lo.,c'est un ministre accompli.
ID_18544658727725,a bi ne sigɛna nin cogo ni n'a ka tɛmɛ,et je souffre assez mal ces façons!
ID_17542723072827,aw y'a kɛ cogo di le,et comment l’avez-vous déterminée à venir ?…
ID_17804413072908,miria tun tora dusura,milan lui restait au coeur.
ID_17406964729935,i dɔgɔ muso ko ka di o ye,ils aimèrent ta sœur.
ID_17815173073052,n t'a lɔn n bin'a kɛ cogo min na k'a nigɛ.,je ne sais plus comment la distraire…
ID_17846547731084,kuma bi balimancɛ gabriyɛl sɛrvil le bolo.,la parole est à monsieur gabriel serville.
ID_17562883731664,musomani deni nin bɔra toto ra.,cette petite fille est d’un rat !…
ID_19399992732238,mɔfɔlɔla kumafɔcogo bɛ kaɲi.,"en premier lieu, tout langage est accepté."
ID_17562892732784,a sera rezɛrvwardara ka sɔrɔ ka tunu kinibolo fɛ.,il gagne le rebord du réservoir et disparaît à gauche.
ID_17361710733333,fôlô la an toumbi djô fili,autrefois on pêcha.
ID_19805631733879,honhon a ti makari kè,gmbh pour la formation.
ID_17545263734417,ne bôra amérique,je viens d’amérique.
ID_17797904073496,ayi da datougou,elle ferme la porte.
ID_19446871073559,bara kèlaw teyi sissan,le service passagers n'est pas en activité actuellement.
ID_19813392073616,ayi dèmissin nounou togô la kenedi,il baptise les deux enfants des kennedy.
ID_19907537736716,mogo mounou ti alah batô o lon ni lo,à côté des chrétiens figurent également les nombreux juifs d'une communauté bien représentée.
ID_17409598737278,flè a bi donkèra nayé,cette autre -ci en train de danser avec lui !
ID_19187896737824,kenedy ma kouma tougouni,les arrivées de kennedy et deakin ne furent pas suivis d’un succès immédiat.
ID_19196687738382,barakè yorô ni be toulou gilan,le domaine est également producteur d'huile d'olive.
ID_18157071739381,aya bolo dèrê yingon nan,"il écarta soudain les doigts, le bouchon avait disparu."
ID_18123691740027,ni tchogo ni nan yini gali bi sega kè,"néanmoins, la question peut se poser ailleurs."
ID_19582854740583,a sara aka den ya plassi ta,il meurt à tyr et son fils séleucos v le remplace.
ID_17668937741136,kou bi fèga lon ni grèvou beyi sini,j’aimerais savoir s’il y aura grève demain.
ID_17357727741792,i lani bara kabi dia i yé,tu es sûr que tu aimerais.
ID_19598610742345,bè ka sira lo,la rue joseph-sansbœuf est une voie publique située dans le de paris.
ID_17325849742905,sira lo toumbi o faran nan,la rive opposée m'était mieux connue puisque je l'habitais.
ID_19024386074345,oko ale lo kagni,il a été également chargé d’enseignement à l’école du val-de-grâce.
ID_17344506743997,a bi kalan kèra boston,il étudie à l'université de boston.
ID_18026353074455,a yi toi aka ta bali kan,restez à vos tables ; voici la nôtre…
ID_17360081.07451,okan ga djigê minè,pour qu'on pêche.
ID_18603441074565,a tigi bi fè ka kouma fila fô,le capitaine essaya des mots à double entente.
ID_18093538746195,kabakourou lo tout bâ bolo,"vingt-six rue de la terre des roches, soixante-dix-sept, cinq cent quatre-vingt-dix, bois-le-roi"
ID_19279835074674,o bina fa râ yongon kan,il parvint à regrouper toutes les mutualités catholiques de courtrai.
ID_18173565747366,"bartelɔn pilasi, fuu ni duuru anbrin kɛmɛfila","place barthelon, zéro cinq, deux cents embrun"
ID_19701227747924,ksɛti min ye pink akɔrd ka dɔngilida kelen kelen nin ye.,l'album comprend dix chansons typiquement punk hardcore.
ID_18490883748472,a bolo ye filɛruburu bɔn nin tigɛ non tɛmɛtɔyaye,sa main cueillit distraitement des roses défeuillées.
ID_18173443749447,"leon salva ka sira tan ni wɔɔrɔ, sodevil lɛs browɛn kɛmɛsaaba ni biwɔɔrɔ","seize rue léon salva, soixante-seize, trois cents, sotteville-lès-rouen"
ID_17920728750039,asparan dibilido sira.,"rue dibildos, hasparren"
ID_19864419750582,a tun bi lande ka lamini datugura.,il couvrait le département des landes.
ID_18223047751123,o tumana i ɲana ko nin malobali fasɔn ni bi se ka taga goti wa,et tu crois qu’un pareil extravagant est capable d’aller à gotha !
ID_17332919075167,nin cira nin kɛra mun fɛn ye?,qu'est devenu cette commission ?
ID_19822959752208,o sɔkɔni ezypte la al afdal y'a ka sodasi yɛrɛkɛ ni hakilidaya ye.,"de retour en égypte, al-afdhal disperse imprudemment son armée."
ID_20027785752761,fɛn damadamani nɔrɔ bi kalansora,"en somme, plusieurs facteurs ont un effet sur l'enseignement présent dans une classe."
ID_19846352753407,ari emanuɛl minna ari gɔld ka mɔgɔma a ka anturaze kɔnɔ.,ari emanuel a inspiré le personnage d'ari gold dans la serie entourage.
ID_18961102753968,a ye tanikɛ ɲɔgɔnye bisaba la,il prend part à trente rencontres malgré la relégation en fin de saison.
ID_18257772754519,pigale komisaria ka mɔgɔ kuraw tun bi yɛlɛ la k'a ko mɔgɔ sɛbɛw tɛ.,les bleus du commissariat de pigalle se marraient comme des tordus
ID_17333616755062,mɔgɔfasɔnw.,des gens bizarres.
ID_19474895.07556,dunan ladon so dira klemaɲɔn tiɲɛ ta law ma o y'a fere,puis l'hôtel est restitué aux héritiers du duc de crillon-mahon qui le vendent.
ID_17948518756147,"plenef val andre ka tagasira, santɔr ka tagasira bi bɛn mugan ni fila, kɛmɛsaba ani bikɔnɔntɔn.","un allée des chantoirs, vingt-deux, trois cent soixante-dix, pléneuf-val-andré"
ID_19454979756695,tchè wolo fila lo ya woro bo,le ver plat fuchsia est doté d'un seul organe reproducteur mâle.
ID_19756453757234,a ya ka djigiya ya sôrô,jamie accède à sa demande et jacobs guérit astrid.
ID_19859459757778,film tan ani dourou tout be programme na,il y eut quinze films au programme.
ID_19097171758314,yan yoro datouvou ni lo,l'entrée est encadrée de deux absidioles.
ID_18208221075906,o kagni ko djougou,ils ont canon et garnison.
ID_17747560075969,quincay ka sira tchama,"cent quatorze rue de quinçay, quatre-vingt-six, zéro zéro zéro à poitiers"
ID_18725748760252,a ka dun,vous êtes profond.
ID_19505722760803,a ten kan nɔ gwɛma dɔ be yi min bi komi edɛlwɛs,elle porte une tache blanche sur le front en forme d'édelweiss.
ID_17742276761414,ne lanibara kɔsɔbɛ k'i ka lanaya a ni ka hinɛya bi ɲɔgɔn kɛlɛla,je le vois clairement … votre loyauté est en lutte avec votre tendresse pour moi.
ID_17738118761967,kilasi kɔnɔtɔn nan mi ye ye n ba kɛ la depi kalo keleen,voici la neuvième place que je fais depuis un mois.
ID_18034687762508,nɛvɛri tumanaa ka n'a to a bi tɛmɛ dɛ n tigi y'an ta ye,"vers neuf heures, ne manquez pas … le baron est à nous."
ID_18250688763056,a ye tun ka lon kɛ a tara,pécuchet regretta la sienne.
ID_18544438763638,un un wagati caman b'a fɛ ka di a ka barakɛ yɔrɔma,"non, il doit des heures à sa boîte."
ID_17361767764198,txhé ni bi yè lè bila,c'est ur gars rigolo.
ID_19975023764832,a ba miri ko ashoka ka cira denw bi se ka nigɛ.,on pense qu'il aurait pu être influencé par les missionnaires d'ashoka.
ID_18046022765398,koulo kè baga tountè,il n'était pas joueur et il considérait la bourse comme un endroit malhonnête.
ID_19319311765946,dafouroukou a ni yan couleur bè yèlè man na,"le front, les joues et les zones périoculaires sont jaune vif."
ID_17618739766492,a bi la fèmi mi nan a bâ fè,il croit tout ce qu'il veut et ne croit jamais rien de ce qu'il entend.
ID_19388460076704,"a sara paris , a su donna gimont.","mort à paris, il est inhumé à gimont."
ID_17373878767858,i dɔgɔmuso ko bina diya olu ye,elles aimeraient ta sœur.
ID_18239904768433,yɔrɔjan sɔrɔra nne fɛ,il y a eu bien loin pour moi.
ID_18539710769129,ɲadenw bɛ tun sirana,tous les yeux s'effrayaient.
ID_18893235769763,ni bi fɛ ka tifɛ sinɔgɔ kɛ,si tu dois faire des scènes…
ID_17368300077032,kôrô yan magni,le temps n'est pas beau.
ID_17379086770955,a bi konon ni kè touma bê,il attend tous les jours.
ID_18883874771518,jistɛn ko ɛston ka labaan,"escompte, dit justin en achevant."
ID_18122028077207,olɛmpe n balimamuso bi se ka to yɔrɔ kelen.,olympe madame peut être tranquille.
ID_18905768772626,n balimancɛ sarni yi safilɛ do fili a ma ani ka lɔ yɔrɔ kelen.,monsieur de charny lui jeta un regard de vipère et se tint immobile.
ID_19615159773182,o bi dumuni d'a ma min bi tɛmɛ a dumuta kan.,le gobie lui offre le surplus de ses aliments.
ID_19013591773728,nin sinema nin ma sɔrɔ ka turne la ye.,le film n'a cependant jamais été réalisé.
ID_19063221774279,a ye politikmuso mimu zakopson facɛ le ye.,il est le père de la femme politique mimi jakobsen.
ID_19789119077484,teyie ni kameliya ka lukɔnɔmɔgɔw lo.,c'est la famille du théier et du camélia.
ID_19558549077539,"n fɛ nin kɔrɔsili nin kaɲi, garnavan ka laminɛni.","la précaution me paraît bonne, répondit glenarvan."
ID_19286340775938,nin kelen nin b'a dan na le.,celui-ci est de au maximum.
ID_18694696776553,kan'a fɔ n ye ko i bi fɛ ka wariblayɔrɔ le kari.,me dis pas que tu veux cambrioler la banque.
ID_18888532777106,danbetɔn y'a bolo fiman yir'a ra.,"dambeton, lui montra son poing noir."
ID_19256007777647,nin lɔri nin beyi burg ka sira min beyi witɛrhayin .,cette construction est située rue du bourg à wittenheim.
ID_18507807778248,a y'a ɲini ka san,il essayait de l’acheter?
ID_18894575778897,n son ni bɛ a ma ali ni mɔgɔ wɛrɛm ma sɔn ka kuma wɛrɛ fɔ ye,"j’en suis d’accord, même si personne n’a jamais prétendu le contraire."
ID_18088802077953,stela ka kuma cogo naani,quatre expression de stella.
ID_17924440780084,sini i bi n'a manto gannima le don,demain tu t’habilleras d’un chaud manteau.
ID_17487100078063,a ye papie sɛbɛri dɔkɛ,elle écrivit une lettre.
ID_19864580781183,o cogo kelenkelen nin na zeneral ni oteliya ka denkɔrɔba tɔgɔ la ra wiliyam mahone .,de même le fils aîné du général et d'otelia est baptisé william mahone.
ID_17721356781744,o kama le an b'a la don..,et c’est pour cela que vous le protégez.
ID_18001737782387,kelen lo ka to ji kɔnɔ juma lon... a bi ko kolon lo yira.,c’est égal… se noyer un vendredi… ça porte malheur !…
ID_17994100782957,biridan mɔgɔ b'aw fɛ kalan na wa ?,buridan ; avez-vous quelqu’un en cour ?
ID_18052908783515,tiyɛn tiyɛn na kuntigi n bi nin le ɲininga ra.,"en vérité, marquis, c'est ce que je me demande."
ID_19485451784066,an tun bi kumana ameriki dugu gɛlɛya ni a boɲɛ kan,"on parlait aussi du pays, de la chère et grande amérique."
ID_19250749784607,a dan nin to nin bɛ a nɔ na ale bi.,la frontière reste la même aujourd'hui.
ID_18647787078515,sira ka sée duminikɛ yɔrɔ ma a ti tɛmɛ miniti duuru kan,la trajet jusqu'au restaurant ne prendra que cinq minutes.
ID_17419825785697,nin cɛ nin ka miri ka cɛn fɔ a kadi n ye.,"cet homme, porté à dire la vérité, me plait."
ID_18419961786238,a tun bi tulon kɛra ni alu ye.,elle jouait avec vous.
ID_17999346786777,barka foyi tun t'a ra k'a sɛbɛ.,elle n'avait même plus le courage de lui écrire.
ID_19023926078732,aviyɔnso be yi.,il y a un aéroport.
ID_19158571787947,a ka rene sitlɛr dasi.,il a battu rainer schüttler.
ID_18216724788503,ibi bamuso i nalola ka tɛmɛ.,mère ubu tu es si bête !
ID_17366641789177,o mɔgɔ wolonfila le ranw la.,ils sont sept sur les rangs.
